Elgeseter PM10µg/m³,Elgeseter PM2.5µg/m³,Elgeseter NO2µg/m³,Hour,Trafikkmengde,Year,Month,Day
0.0,1.0,9.4,0,183,2023,3,10
36.6,12.9,26.8,15,2345,2023,6,13
11.3,8.0,11.2,9,469,2023,6,11
23.94,8.45,26.5,14,1965,2023,8,15
2.2,2.2,15.0,14,998,2023,3,12
5.2700000000000005,3.64,3.6,22,473,2023,7,18
10.2,4.2,3.8,3,46,2023,9,7
13.0,6.0,37.1,19,897,2023,3,31
12.45,5.8100000000000005,21.7,12,1796,2023,5,3
41.2,27.1,60.4,17,1259,2023,1,21
7.889999999999999,4.08,10.8,8,1332,2023,7,5
4.1000000000000005,1.5599999999999998,2.4,2,148,2023,6,23
0.0,0.0,1.8,5,70,2023,1,8
2.6,1.1,2.8,4,81,2022,11,22
3.1,1.7,10.38,3,60,2022,10,6
6.13,4.380000000000001,6.3,22,697,2023,8,23
16.2,3.5,14.5,16,1696,2023,6,23
17.1,18.6,31.7,10,748,2023,2,4
3.2,0.8,13.739999999999998,10,1607,2022,10,11
2.2,1.5,15.9,17,1044,2022,12,29
1.66,1.72,1.0,1,556,2023,8,20
15.85,5.49,13.7,5,170,2023,6,2
2.0,3.9,2.4,2,47,2023,1,18
10.6,3.5,15.2,7,1935,2023,4,12
10.4,6.0,8.3,10,763,2023,4,1
4.3,2.9,1.5,7,327,2023,9,17
5.0,2.5,32.8,13,1533,2023,3,13
0.0,1.5,21.8,22,679,2023,3,22
20.2,9.0,25.19,20,1059,2022,10,15
7.9,4.1,13.8,14,987,2023,4,8
1.9,1.9,0.9,0,191,2023,3,17
47.9,8.0,29.5,20,884,2022,11,3
7.1800000000000015,3.9099999999999993,14.0,10,763,2023,5,7
8.440000000000001,5.55,7.7,19,1026,2023,4,24
50.8,35.0,56.7,23,220,2023,1,22
4.5,7.3,8.5,8,243,2023,4,8
10.07,4.869999999999999,12.6,19,953,2023,8,28
12.3,5.4,35.7,3,349,2023,1,22
26.120000000000005,10.89,45.2,11,1698,2023,5,11
11.0,5.6,17.21,17,1434,2023,9,28
2.0,0.0,36.9,12,1637,2022,12,6
2.25,1.39,3.0,2,73,2023,5,19
15.6,8.6,11.5,11,1070,2023,6,17
1.6,1.6599999999999997,1.6,6,134,2023,7,30
10.8,0.0,11.0,16,1617,2023,9,11
4.1,3.5,13.0,20,855,2023,6,25
7.8,3.4,54.9,8,1681,2023,1,13
8.3,5.1,56.3,12,798,2022,12,15
6.6,3.7,9.0,16,1934,2023,1,5
3.3,2.2,14.0,2,115,2022,10,24
7.980000000000001,5.279999999999999,13.6,18,926,2023,7,21
10.97,4.0600000000000005,17.3,20,937,2023,8,22
11.5,10.8,31.3,21,788,2023,1,23
26.4,6.0,19.3,19,1153,2022,10,20
21.0,10.1,13.4,21,854,2023,6,18
3.3200000000000003,2.41,2.7,2,104,2023,8,14
1.91,1.14,1.8,3,54,2023,7,18
7.540000000000001,4.999999999999999,13.3,15,1847,2023,5,19
12.07,5.790000000000001,19.8,7,1858,2023,5,2
22.18,7.029999999999999,28.5,7,1683,2023,6,23
18.1,10.6,31.8,7,1912,2023,4,13
8.2,2.2,2.3,3,46,2023,9,6
3.4,3.0,33.2,15,2257,2023,3,1
11.0,6.44,14.3,17,1016,2023,4,27
10.2,9.5,37.3,11,1658,2022,12,13
18.92,7.69,22.9,5,172,2023,5,11
19.8,9.1,17.4,20,967,2023,6,12
7.2,3.2,19.52,20,829,2022,9,30
13.8,10.0,16.5,2,60,2022,10,31
20.0,8.4,25.6,20,804,2023,9,24
0.0,0.0,7.0,4,77,2022,12,5
20.5,6.5,11.3,18,1311,2023,3,29
3.6,1.0,16.14,4,65,2022,10,10
7.0,8.3,32.1,18,1263,2023,2,1
0.0,0.3,1.9,11,690,2023,1,29
16.0,11.2,39.2,20,681,2023,1,7
3.4,0.9,25.1,10,1527,2023,9,13
8.1,7.58,21.6,9,1501,2023,6,23
7.0,7.9,27.0,20,879,2023,1,16
11.14,4.67,17.2,19,1072,2023,8,21
2.8,0.4,5.64,18,1370,2022,10,6
3.8,2.8,6.69,0,548,2022,10,2
31.0,2.6,11.4,11,1662,2022,11,4
10.07,4.869999999999999,12.6,14,1287,2023,5,20
49.1,11.0,23.3,17,1370,2022,11,14
11.5,10.0,35.3,19,919,2023,1,27
14.38,3.71,11.6,19,1100,2023,8,16
4.69,3.2700000000000005,3.4,5,99,2023,7,2
71.5,8.3,35.3,9,1466,2023,9,18
10.04,5.220000000000001,19.2,22,708,2023,5,6
29.5,29.4,21.9,21,686,2022,12,10
25.3,3.3,19.7,14,2015,2023,9,13
9.94,5.970000000000001,6.2,10,575,2023,5,18
7.9,6.6,13.4,23,636,2022,11,5
29.2,5.7,16.4,10,1577,2023,6,5
1.6,1.6599999999999997,1.6,2,50,2023,5,2
15.550000000000002,6.410000000000001,16.7,17,1279,2023,6,3
0.8,3.7,3.8,1,80,2023,2,6
3.6,3.5,11.6,2,79,2022,11,10
1.91,1.14,1.8,4,79,2023,7,21
19.6,0.1,8.5,17,1436,2022,11,3
1.3,2.7,1.9,3,70,2023,1,12
4.2,2.0,10.2,16,1886,2023,3,21
1.4,4.1,5.6,2,61,2023,2,14
5.840000000000001,3.5700000000000003,6.1,21,754,2023,6,27
7.979999999999999,3.5200000000000005,3.3,1,231,2023,8,23
8.2,6.8,57.6,7,1884,2023,1,18
30.4,14.1,10.3,16,1836,2023,6,19
22.4,22.0,30.0,17,1471,2022,12,10
2.1,3.0,3.4,4,90,2023,1,14
60.98,8.35,10.7,19,882,2023,7,20
11.7,3.7,5.2,18,1018,2023,3,26
4.5,2.9,3.3,22,495,2023,1,5
6.9,2.9,50.6,15,2140,2022,12,6
7.979999999999999,3.5200000000000005,3.3,16,1256,2023,8,26
2.9,1.7,29.5,5,187,2022,12,19
3.6,2.5,0.7,0,115,2023,9,20
44.7,43.8,61.4,20,769,2023,2,4
5.2,3.4,26.3,8,1655,2023,1,5
59.0,5.8,26.0,14,1890,2022,11,17
25.1,2.6,20.5,16,1885,2023,9,6
76.5,7.3,35.2,15,2059,2022,10,22
27.7,27.1,43.6,22,505,2023,1,3
75.2,47.7,39.6,19,895,2022,11,19
1.3,3.0,21.4,8,547,2022,12,30
10.03,5.59,19.1,20,925,2023,5,7
8.38,2.4,6.4,17,1210,2023,7,6
5.0,1.3,15.450000000000005,18,1362,2022,10,1
13.88,7.08,17.0,21,669,2023,7,1
2.9,2.4,1.9,23,292,2023,1,4
2.3,3.6,22.6,10,1414,2023,3,6
4.3,0.3,9.22,0,539,2022,10,16
5.62,4.97,8.8,9,1660,2023,5,9
9.290000000000004,4.950000000000001,8.5,15,1652,2023,7,18
12.59,3.640000000000001,18.1,6,913,2023,4,25
9.4,3.76,12.7,10,1365,2023,7,7
12.5,11.9,14.3,21,809,2022,12,16
0.4,2.5,5.1,22,577,2023,2,27
26.7,0.9,7.4,15,2352,2023,4,12
2.7,5.0,3.5,4,94,2023,6,12
4.4,3.7,7.62,21,705,2023,2,23
10.3,4.3,5.2,6,159,2023,2,5
1.3,1.8,3.7,8,367,2023,3,4
0.9,5.5,13.6,2,76,2023,2,8
0.0,0.7,3.1,2,382,2023,1,28
1.9,0.0,5.9,3,43,2023,9,25
6.0,6.7,23.8,18,1411,2023,1,26
22.92,9.04,25.6,14,1444,2023,5,27
0.0,1.0,6.08,6,813,2023,2,20
13.05,5.98,16.1,14,1355,2023,5,7
3.7,3.4,6.9,23,642,2023,3,4
7.780000000000001,3.770000000000001,15.6,11,1519,2023,8,3
11.5,6.0,14.2,16,1794,2023,6,20
7.5,0.4,4.8,17,1514,2023,4,12
2.0,0.8,23.9,8,1880,2023,3,1
5.470000000000001,4.76,4.5,0,163,2023,7,26
19.0,2.9,15.4,13,1798,2022,11,29
10.97,4.0600000000000005,17.3,11,1831,2023,8,24
12.19,5.459999999999999,8.0,12,1306,2023,7,13
28.0,9.8,14.6,18,1174,2023,6,12
22.56,13.88,28.8,12,1321,2023,5,27
11.14,4.67,17.2,19,892,2023,5,27
18.7,9.0,15.7,13,1303,2023,6,11
3.0,1.7,15.4,13,1148,2022,10,23
0.0,1.9,17.610000000000003,11,1456,2023,2,20
8.5,6.8,29.9,11,1655,2023,9,22
10.03,5.59,19.1,13,1813,2023,8,11
1.9,4.7,16.4,5,160,2023,2,14
12.7,5.4,46.4,9,1464,2023,9,25
95.9,10.7,22.6,18,1197,2022,11,1
28.3,24.3,26.7,17,1259,2022,12,4
11.2,4.5,38.5,7,1937,2022,11,15
9.3,3.6,8.7,23,217,2023,9,24
19.6,5.1,8.1,3,89,2022,11,18
3.7,1.5,7.080000000000001,12,1799,2022,10,6
23.8,6.6,15.1,9,783,2023,9,9
1.8,2.9,37.4,15,2313,2023,1,17
2.9,0.1,6.3100000000000005,4,164,2022,10,16
5.0,9.0,6.0,5,98,2023,4,22
15.550000000000002,6.410000000000001,16.7,22,671,2023,6,25
15.2,4.7,19.0,16,1092,2023,9,10
6.7,5.0,14.37,23,296,2022,10,4
4.1,3.1,9.0,3,68,2022,11,4
4.4,6.5,5.4,1,385,2023,4,22
0.7,2.1,2.8,1,51,2023,3,1
7.359999999999999,4.450000000000001,12.1,12,1494,2023,6,3
36.8,10.2,10.7,0,156,2023,3,30
3.9,3.0,2.4,6,257,2022,11,13
0.0,2.2,6.5,0,484,2023,6,24
0.0,0.0,6.2,4,95,2023,4,17
2.4,4.2,11.7,22,472,2023,1,8
13.7,9.5,66.4,9,1472,2023,1,18
22.1,10.9,31.1,10,1619,2022,11,1
17.0,3.1,11.2,12,1750,2022,11,25
15.1,5.29,9.0,18,1240,2023,5,30
0.0,0.0,1.7,0,154,2023,2,9
10.13,4.23,5.1,3,65,2023,8,22
13.2,6.4,9.7,21,876,2023,6,6
0.0,0.0,12.2,2,67,2022,11,30
10.03,5.59,19.1,11,1786,2023,5,31
3.5,1.9,10.96,15,2351,2022,10,6
13.726756302521007,6.1375126050420175,16.583335387649452,10,1604,2023,5,3
13.5,12.8,47.5,20,907,2023,1,24
7.6,6.4,7.6,17,1400,2022,11,10
7.33,3.2399999999999998,4.4,23,319,2023,5,14
3.61,3.6,3.2,0,475,2023,8,5
9.7,3.2,15.860000000000005,10,1282,2023,2,24
37.4,5.9,33.2,8,1874,2023,4,18
6.3,4.95,11.4,5,168,2023,4,28
10.889999999999995,4.75,9.7,2,260,2023,5,20
12.69,4.540000000000001,13.0,12,1462,2023,7,17
5.5,0.2,3.1,4,115,2022,10,30
0.2,0.0,7.5,19,1048,2022,12,18
14.68,6.860000000000001,21.5,7,1294,2023,5,4
12.0,6.0,6.8,22,609,2023,3,1
21.4,18.8,60.5,10,1548,2022,12,9
37.3,35.9,42.2,20,1023,2022,12,17
7.540000000000001,4.999999999999999,13.3,7,1149,2023,8,3
34.6,7.6,15.3,13,1793,2023,6,21
7.4,4.6,17.6,11,1657,2022,10,26
0.8,2.1,8.0,22,667,2023,3,4
83.9,8.0,27.4,13,1668,2023,4,18
2.5,2.2,1.6,5,169,2023,2,13
9.2,0.9,26.3,14,2016,2022,10,17
13.3,6.5,3.1,18,990,2023,4,10
0.0,0.0,2.2,8,241,2023,2,26
11.5,6.7,19.0,12,1580,2023,9,11
8.9,2.3,10.62,22,709,2022,9,30
5.840000000000001,3.5700000000000003,6.1,23,486,2023,7,15
6.5,5.8,14.4,23,432,2022,12,22
5.449999999999999,4.369999999999999,9.6,23,519,2023,5,12
2.3,2.1,2.4,4,68,2022,11,28
32.0,3.5,22.0,14,1468,2022,10,30
5.3,4.1,0.9,1,61,2023,9,20
26.4,10.7,17.9,15,1396,2023,9,9
32.4,3.3,39.1,14,1858,2023,9,14
47.1,5.6,11.2,17,1507,2023,3,28
3.1,2.3,11.56,0,150,2022,10,6
13.726756302521007,6.1375126050420175,16.583335387649452,12,1816,2023,6,28
19.4,10.1,11.3,10,774,2023,6,11
9.94,4.359999999999999,9.8,16,2014,2023,4,28
25.0,23.5,32.6,20,1036,2022,12,9
11.9,6.2,52.5,8,1588,2022,12,21
60.98,8.35,10.7,16,1789,2023,8,16
0.0,0.0,0.9,3,68,2023,2,9
10.889999999999995,4.75,9.7,5,116,2023,7,19
5.34,2.64,1.9,1,230,2023,7,29
3.5,1.1,8.690000000000001,23,354,2022,10,6
3.25,2.16,1.3,4,80,2023,5,31
7.1,0.0,23.6,15,2272,2023,6,29
5.34,2.64,1.9,3,64,2023,5,16
0.2,3.3,19.8,5,173,2023,2,15
41.3,16.5,42.9,10,1627,2023,6,15
13.210000000000004,7.07,22.1,21,782,2023,8,25
10.13,4.23,5.1,1,64,2023,8,30
0.0,1.8,18.8,5,164,2023,2,7
14.86,5.8100000000000005,17.4,12,1446,2023,7,11
0.0,0.9,5.1,23,357,2023,6,29
36.6,12.1,17.4,22,622,2023,3,25
15.8,13.9,42.1,18,1453,2022,12,8
15.550000000000002,6.410000000000001,16.7,9,1062,2023,5,19
1.5,0.0,13.999999999999996,19,1040,2023,9,28
10.4,7.9,53.5,9,1322,2023,1,13
4.2,3.0200000000000005,2.9,21,947,2023,6,1
2.42,2.54,3.5,2,68,2023,6,28
16.61,5.32,15.3,10,1355,2023,7,31
4.26,2.28,0.7,4,88,2023,7,29
4.4,3.9,5.7,2,115,2022,12,22
0.0,0.0,19.8,2,162,2022,12,9
6.319999999999999,3.3300000000000005,4.8,14,1392,2023,8,26
17.6,4.0,25.690000000000005,19,958,2023,9,29
14.0,14.6,51.2,18,1252,2023,2,2
92.7,12.9,27.2,21,960,2023,4,18
21.7,13.6,8.5,0,459,2023,9,10
5.88,3.87,4.7,10,509,2023,7,9
10.2,4.52,5.0,0,141,2023,4,24
18.2,12.3,36.8,18,1399,2022,10,26
5.18,2.91,2.3,23,532,2023,4,30
11.2,3.9,15.27,8,1818,2022,10,6
13.05,5.98,16.1,12,1538,2023,7,31
1.0,3.9,16.5,21,798,2023,6,29
29.9,18.7,37.1,15,2226,2022,11,30
7.1800000000000015,3.9099999999999993,14.0,8,1137,2023,8,3
6.9,6.3,38.2,14,1784,2022,12,23
13.5,8.6,50.6,17,1566,2022,10,26
5.1,6.3,14.54,17,1333,2023,2,21
7.8,4.4,30.0,10,1542,2023,3,21
22.92,9.04,25.6,12,1837,2023,8,24
4.6,1.4,25.5,7,1970,2022,10,20
0.5,3.5,4.5,3,356,2023,4,16
3.7,4.0,6.1,19,925,2023,2,10
9.4,9.1,65.4,8,1491,2023,1,2
0.0,0.0,12.6,4,87,2022,12,30
5.62,4.97,8.8,23,411,2023,8,15
21.7,5.8,12.6,6,885,2023,4,11
33.3,4.6,17.740000000000002,14,1229,2022,10,5
12.45,5.8100000000000005,21.7,6,885,2023,5,15
3.3,2.5,17.2,12,1754,2022,10,17
2.9,1.8,7.2,8,349,2022,10,29
10.6,3.6,8.1,17,1394,2023,4,14
17.0,2.3,12.85,12,1053,2022,10,16
8.1,8.6,10.2,14,1139,2023,6,25
7.8,6.2,8.8,18,852,2023,4,1
12.94,3.1100000000000003,7.0,6,217,2023,5,20
8.57,2.99,5.9,7,434,2023,6,3
0.0,2.5,6.529999999999999,1,98,2023,2,20
7.33,3.2399999999999998,4.4,4,80,2023,5,16
16.7,7.6,10.5,18,1380,2023,3,2
14.679999999999998,3.72,7.4,23,742,2023,9,2
12.1,5.3,2.2,0,131,2023,3,3
13.9,15.8,50.2,19,1127,2023,3,7
1.4,2.9,5.7,5,191,2023,2,3
4.2,1.9,1.4,1,253,2023,1,7
68.7,14.7,37.8,22,642,2022,11,16
3.5,0.9,12.970000000000002,6,822,2022,10,13
0.0,3.5,0.9,2,61,2023,4,11
3.88,3.53,5.5,21,994,2023,5,16
9.3,4.6,8.9,20,910,2023,6,19
1.35,1.49,1.4,3,84,2023,6,23
46.9,6.3,23.0,8,1941,2023,3,28
0.0,0.0,8.7,5,167,2022,12,7
60.98,8.35,10.7,14,1211,2023,5,29
5.0600000000000005,2.29,3.1,6,180,2023,8,27
1.1,1.4,6.5,3,171,2022,12,29
1.0,4.4,32.3,8,1814,2023,6,22
18.9,9.9,12.6,22,716,2023,9,8
9.08,5.4,16.5,10,818,2023,5,20
2.1,3.2,6.4,6,182,2023,1,14
2.3,3.8,4.4,5,62,2023,1,14
1.9,1.3,4.8,3,55,2022,10,26
39.2,4.7,9.8,12,1632,2022,11,16
56.4,55.0,47.5,17,1326,2022,12,11
2.41,1.16,2.8,7,362,2023,4,7
4.7,3.0,12.41,6,853,2022,10,12
2.8300000000000005,2.73,3.8,0,167,2023,4,28
16.9,4.9,15.4,19,982,2023,6,30
3.5,2.6,12.4,11,614,2023,1,8
1.6,2.9,2.1,3,383,2023,2,19
16.6,0.9,15.5,15,2197,2022,11,29
0.0,0.0,10.7,13,1245,2023,2,18
10.19,3.99,6.9,20,998,2023,6,2
2.41,1.16,2.8,6,182,2023,9,3
7.130000000000001,2.94,5.7,21,802,2023,6,26
2.0,0.5,40.8,8,1756,2023,1,10
0.0,2.8,2.3,3,69,2023,6,30
4.26,2.28,0.7,0,144,2023,5,31
17.1,8.6,17.6,16,1237,2023,4,4
9.259999999999998,5.23,12.3,21,761,2023,5,21
8.0,1.3,12.5,5,171,2022,10,21
23.89,8.18,38.9,6,875,2023,5,5
7.9,5.9,44.9,9,1291,2022,12,22
6.6,4.3,5.2,9,557,2023,1,28
23.7,17.8,4.6,3,257,2023,9,10
29.2,4.9,15.1,10,1490,2022,11,16
4.1000000000000005,1.5599999999999998,2.4,3,75,2023,8,2
6.6,5.3,11.9,9,357,2022,12,4
14.989999999999998,9.63,21.1,19,1086,2023,8,29
1.3,2.3,12.4,3,54,2023,1,17
20.4,6.9,46.5,15,2281,2023,2,17
13.88,7.08,17.0,12,1524,2023,4,29
5.4,4.2,13.6,9,934,2023,2,10
4.9,4.1,15.48,1,79,2022,10,13
3.3,3.2,3.5,4,135,2022,11,6
2.8300000000000005,2.73,3.8,3,98,2023,4,7
3.0,2.9,18.4,13,1691,2023,3,14
15.85,5.49,13.7,21,854,2023,9,2
10.6,5.2,29.1,17,1202,2022,11,5
16.1,8.8,7.7,21,766,2023,6,10
8.290000000000001,4.640000000000001,8.6,9,389,2023,7,30
124.3,14.8,67.9,8,1662,2022,11,18
2.0,4.6,6.4,1,121,2023,6,15
16.0,3.0,15.48,14,1806,2023,9,28
5.1,4.1,6.1,4,77,2022,10,26
14.3,3.4,16.0,10,590,2022,11,22
7.33,3.2399999999999998,4.4,4,101,2023,7,6
0.2,3.0,19.9,6,898,2023,2,15
13.5,2.9,17.7,19,831,2023,9,16
4.1000000000000005,1.5599999999999998,2.4,22,682,2023,4,30
43.5,41.0,60.3,21,808,2022,12,19
1.4,2.3,8.3,8,477,2023,3,25
58.5,6.5,7.0,14,1944,2023,4,13
3.9,1.4,8.3,6,160,2022,10,23
3.3200000000000003,2.41,2.7,1,78,2023,7,18
38.8,4.2,13.0,10,1542,2023,9,18
4.7,1.4,20.97,12,518,2022,10,11
2.5,6.6,5.5,4,93,2023,4,22
1.4,2.7,14.0,20,911,2023,3,20
24.8,8.0,40.4,12,1582,2022,11,21
12.6,5.9,15.9,15,2303,2023,9,5
17.050000000000004,5.01,23.0,12,1880,2023,5,12
5.7,3.8,25.1,12,1870,2022,12,16
19.43,5.640000000000001,11.5,12,1030,2023,5,18
15.38,4.8500000000000005,13.9,23,629,2023,8,26
11.8,3.6,17.3,14,1882,2023,9,20
9.4,3.76,12.7,21,1007,2023,8,27
8.8,12.5,8.5,1,170,2023,3,24
40.7,11.9,22.1,11,1841,2023,6,12
4.4,4.0,8.8,5,187,2023,1,26
45.6,15.6,40.2,7,1832,2023,6,21
6.8,0.8,7.0,13,1409,2022,11,26
15.2,3.6,3.9,15,933,2023,4,6
20.1,2.7,12.85,13,1943,2022,10,7
18.8,20.9,39.41,19,1010,2023,2,21
10.8,6.1,29.4,19,1101,2023,3,21
9.7,4.7,5.3,11,1512,2023,1,6
0.0,0.7,23.0,15,2294,2023,2,7
7.2,5.4,41.2,6,900,2023,1,23
14.4,13.6,30.9,19,729,2023,1,1
6.9,8.5,40.2,9,1598,2023,3,9
0.9,0.0,6.8,5,165,2022,11,24
31.9,7.5,16.2,17,1390,2023,6,9
14.0,6.7,4.7,0,161,2023,4,19
13.726756302521007,6.1375126050420175,16.583335387649452,12,1359,2023,8,30
15.6,3.9,16.3,16,1906,2023,9,7
29.8,5.9,27.5,15,2167,2023,9,26
24.0,1.8,16.7,11,1696,2023,6,6
19.55,6.380000000000001,22.0,14,1962,2023,4,24
6.720000000000001,5.23,10.2,10,1412,2023,7,6
11.21,3.86,6.8,4,63,2023,8,29
2.42,2.54,3.5,3,199,2023,8,12
9.290000000000004,4.950000000000001,8.5,22,577,2023,7,8
22.32,12.239999999999998,31.8,14,1911,2023,9,1
19.0,6.8,22.5,7,1760,2023,9,11
1.9,4.4,8.2,21,688,2023,1,28
3.0,2.1,9.9,21,903,2022,12,7
4.090000000000001,2.46,4.3,3,62,2023,5,4
2.7,1.4,7.630000000000001,22,573,2022,10,11
7.3,4.4,22.3,20,675,2022,11,5
10.2,9.0,43.3,20,805,2022,11,11
0.7,5.7,5.1,14,1337,2023,6,24
18.34,6.76,27.3,13,1429,2023,7,10
4.7,0.7,17.5,15,1114,2022,12,26
1.4,3.2,13.0,14,1884,2023,3,8
24.1,3.3,12.0,6,534,2023,4,3
33.6,4.5,7.1,5,195,2023,6,9
11.79,4.05,12.4,7,1331,2023,7,7
6.469999999999999,4.59,8.2,17,1246,2023,8,27
8.17,4.51,8.3,17,1135,2023,5,21
11.52,7.37,22.5,8,796,2023,8,22
8.3,7.1,27.059999999999995,0,134,2022,10,3
3.8,2.7,3.9,2,362,2022,11,12
5.5,4.4,23.8,18,1183,2023,3,18
67.2,6.3,40.0,15,1982,2022,10,21
46.8,3.0,23.46,12,1509,2023,9,28
14.589999999999998,5.61,9.3,19,797,2023,7,12
46.9,10.1,20.6,19,1113,2022,11,17
10.3,6.5,5.3,1,125,2023,4,21
12.94,3.1100000000000003,7.0,21,788,2023,7,5
13.1,10.3,7.8,3,381,2023,6,18
10.93,3.3,6.7,0,135,2023,5,30
13.2,4.8,18.6,20,808,2022,10,22
13.726756302521007,6.1375126050420175,16.583335387649452,13,1725,2023,8,16
4.4,2.8,3.4,0,132,2023,9,14
83.4,9.7,24.1,10,1409,2022,11,14
19.0,15.9,43.8,12,1765,2022,12,12
21.2,23.6,33.7,21,757,2023,2,3
27.0,22.9,57.8,13,1792,2022,12,12
8.9,9.7,15.2,21,764,2023,1,13
14.450000000000005,5.79,13.1,16,1266,2023,7,21
15.38,4.8500000000000005,13.9,9,1247,2023,8,1
2.0,2.5,18.9,10,1538,2023,1,26
3.76,3.0,5.8,9,1056,2023,7,18
2.1,5.1,7.9,2,56,2023,2,15
29.4,20.5,21.1,0,573,2022,11,20
7.789999999999999,4.659999999999999,11.0,10,1183,2023,7,14
12.94,3.1100000000000003,7.0,2,76,2023,5,8
3.7,5.2,8.3,19,691,2023,4,5
1.8,0.0,2.5,22,553,2023,9,12
5.4,3.0,23.4,11,1693,2023,6,22
0.0,0.0,14.4,4,71,2023,1,18
1.35,1.49,1.4,4,84,2023,5,23
10.19,3.99,6.9,19,959,2023,8,17
39.0,6.8,29.9,13,1605,2023,9,26
15.4,0.4,15.8,12,1714,2022,11,29
23.8,7.1,19.4,10,717,2022,11,13
1.3,0.8,8.790000000000001,8,217,2022,10,9
0.2,0.0,5.0,3,74,2022,12,26
5.34,2.64,1.9,4,69,2023,7,14
14.9,6.5,18.5,13,1635,2023,7,6
14.450000000000005,5.79,13.1,7,376,2023,8,19
5.8100000000000005,4.5200000000000005,6.0,5,118,2023,7,24
26.0,6.0,12.0,13,1897,2023,3,30
3.9,3.8,21.0,14,1300,2023,3,19
13.160000000000002,3.1,8.1,6,716,2023,7,6
43.7,11.7,38.6,7,1809,2023,6,20
9.290000000000004,4.950000000000001,8.5,9,1083,2023,7,13
9.6,0.0,3.2,9,390,2023,3,26
3.5,5.0,28.2,10,1627,2023,2,14
44.7,11.6,17.7,14,2037,2023,6,21
5.1,2.4,23.8,14,1954,2023,9,21
4.26,2.28,0.7,4,137,2023,4,30
2.2,5.1,10.7,1,256,2023,4,9
2.1,1.1,9.4,17,1328,2023,3,3
11.21,3.86,6.8,22,639,2023,4,26
5.4,3.3,25.0,16,1790,2023,3,14
1.3,1.9,3.4,23,579,2023,4,14
16.19,7.7,35.5,7,1805,2023,5,23
38.0,7.8,42.2,10,1513,2023,9,19
49.3,10.3,35.6,16,1934,2022,10,20
0.6,2.1,3.7,9,183,2023,1,1
5.88,3.87,4.7,23,289,2023,5,8
14.1,10.8,34.7,20,828,2022,10,23
5.18,2.91,2.3,1,95,2023,7,4
3.0,4.1,17.16,7,1713,2023,2,22
0.0,1.7,3.8,2,56,2023,1,19
0.0,1.3,34.1,6,449,2023,4,5
8.79,1.99,4.9,23,347,2023,8,7
0.7,0.0,6.8,21,775,2023,9,11
1.0,3.4,3.4,3,210,2023,1,28
1.5,0.8,1.9,4,71,2022,10,19
15.1,5.29,9.0,10,511,2023,7,16
6.2,3.2,1.6,3,43,2023,9,12
11.3,2.7,12.3,19,1053,2023,6,5
20.96,6.49,14.1,13,1158,2023,9,3
4.0,4.5,24.5,12,1662,2023,1,27
7.7,4.4,4.6,2,59,2023,4,19
11.13,4.39,13.4,10,1125,2023,7,25
22.18,7.029999999999999,28.5,7,1879,2023,5,12
7.889999999999999,4.08,10.8,23,679,2023,8,18
13.22,6.11,27.8,14,2011,2023,8,16
11.2,8.6,51.7,14,1921,2023,1,13
22.04,8.64,21.8,21,740,2023,7,9
7.4,5.2,6.2,3,63,2022,11,7
5.8100000000000005,4.5200000000000005,6.0,22,855,2023,8,3
5.9,4.4,13.5,7,1674,2023,2,10
2.1,1.6,12.03,1,469,2022,10,9
0.0,0.0,8.9,18,1063,2023,2,18
10.1,9.7,19.7,20,987,2023,1,19
4.4,1.6,32.6,14,1862,2023,1,16
3.7,2.4,8.3,0,406,2023,1,8
12.7,3.2,24.7,6,867,2023,2,17
24.4,8.05,21.3,10,1745,2023,5,25
1.2,3.2,39.3,7,1872,2023,3,9
0.0,0.5,1.1,1,140,2023,4,6
4.1,7.6,21.0,20,1026,2023,3,23
5.1,7.6,19.0,22,-,2023,3,6
3.0699999999999994,2.6,2.0,1,547,2023,4,23
44.2,37.8,79.1,19,1150,2022,12,19
3.7,3.0,7.4,3,70,2022,11,30
10.4,9.4,41.1,8,1898,2022,12,13
13.160000000000002,3.1,8.1,11,1642,2023,8,15
24.92,6.82,29.0,22,680,2023,5,4
2.6,2.1,3.3,9,560,2023,3,4
4.090000000000001,2.46,4.3,9,498,2023,7,29
3.7,2.0,27.0,13,1649,2023,1,16
8.2,8.2,10.5,5,184,2023,6,20
4.8,0.0,35.3,13,1646,2023,9,21
3.4,4.3,2.1,0,202,2023,6,29
49.5,48.6,42.8,19,1072,2022,12,11
34.0,21.4,57.1,16,1785,2022,12,20
11.1,2.4,26.0,13,1857,2023,1,20
6.6,0.0,11.3,8,1677,2022,11,25
8.0,3.7,5.3,4,82,2022,12,28
6.13,4.380000000000001,6.3,1,473,2023,6,25
7.92,5.22,8.9,19,1193,2023,4,27
14.0,13.2,25.8,13,1542,2022,12,10
7.889999999999999,4.08,10.8,11,1294,2023,7,28
6.469999999999999,4.59,8.2,20,779,2023,8,26
33.13,8.6,26.7,14,2068,2023,8,14
10.03,5.59,19.1,16,1284,2023,5,6
2.5,2.4,49.9,7,1756,2023,1,13
0.0,1.5,10.11,4,91,2023,2,21
6.1,4.2,6.9,22,376,2022,12,25
3.1,3.0,8.0,5,177,2022,11,28
9.8,7.5,22.1,20,1017,2023,6,13
0.0,0.0,3.4,18,1281,2023,1,11
6.0,3.2,35.2,13,1780,2023,9,22
